,train_acc,val_acc,test_acc
0,0.971304487228395,0.9565506476037035,0.877232142857143
1,0.971333333333335,0.9583791050505118,0.8303571428571428
2,0.9751057693163564,0.9574829441435783,0.8593749999999999
3,0.9749294872283957,0.9620071116914128,0.8660714285714285
4,0.9758333333333351,0.9646305505265568,0.888392857142857
5,0.9767083333333348,0.9628671369654056,0.9040178571428572
6,0.9786250000000021,0.9657941143563442,0.8950892857142856
7,0.9801570514043184,0.9541295678057558,0.8616071428571428
8,0.9814198719660461,0.9597739361702115,0.875
9,0.9817500000000019,0.9599112513217509,0.8616071428571428
10,0.9829487180709856,0.9632357194068573,0.8616071428571427
11,0.9831153847376526,0.9575479880292354,0.8883928571428571
12,0.9844487180709867,0.962101063829786,0.8325892857142857
13,0.9853653847376531,0.9598100718031527,0.8839285714285713
14,0.9856250000000025,0.9550257287126896,0.8705357142857142
15,0.9841250000000022,0.9578804348377461,0.8593749999999999
16,0.9879903847376529,0.9617397087685593,0.8325892857142857
17,0.9882500000000022,0.9630984042553179,0.877232142857143
18,0.9881250000000027,0.9638355691382212,0.8549107142857142
19,0.987730769316358,0.9593764454760438,0.8437499999999999
